lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason
L-P1-02448,19-Feb-24,Outbound SDR,Smart Buildings,South,J. Sullivan,Multifamily Property,27962,P1,Disqualified,No response
L-P1-02449,14-Sep-24,Outbound SDR,Smart Mobility (EV/Parking),South,D. Singh,Mixed-Use Development,29176,P1,Qualified,
L-P1-02450,01/24/2024,INBOUND WEB FORM,Video Analytics,MIDWEST,T. Chen,Municipality,14676,P1,Open,
L-P1-02451,03-02-2024,Inbound Web Form,Digital Signage,West,S. Patel,Mixed-Use Development,70060,P1,Qualified,
L-P1-02452,11/19/2024,Trade Show,Video Analytics,Northeast,K. Romano,Enterprise Business,50539,P1,Disqualified,No budget
L-P1-02453,29-06-2024,TRADE SHOW,Smart Lighting,SOUTH,K. Romano,Enterprise Business,31588,P1,Disqualified,No budget
L-P1-02454,20-07-2024,Cold Outreach,Video Analytics,Northeast,R. Alvarez,Municipality,22700,P1,Open,
L-P1-02455,27-04-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Midwest,T. Chen,Mixed-Use Development,16244,P1,Disqualified,Duplicate
L-P1-02456,22-May-24,Trade Show,Smart Buildings,South,T. Chen,Municipality,66528,P1,Qualified,
L-P1-02457,26-07-2024,Trade Show,Smart Buildings,South,T. Chen,Multifamily Property,32610,P1,Qualified,
L-P1-02458,24-02-2024,Partner Referral,Digital Signage,West,S. Patel,Municipality,32778,P1,Disqualified,No budget
L-P1-02459,03-01-2024 00:00,Existing Client Upsell,Smart Buildings,West,J. Sullivan,Enterprise Business,27806,P1,Open,
L-P1-02460,11-03-2024 00:00,Inbound Web Form,Smart Buildings,South,D. Singh,Municipality,17175,P1,Disqualified,Duplicate
L-P1-02461,12-09-2024,Inbound Web Form,Digital Signage,West,D. Singh,Multifamily Property,15106,P1,Qualified,
L-P1-02462,06-May-24,Existing Client Upsell,Smart Buildings,Midwest,T. Chen,Campus,32333,P1,Qualified,
L-P1-02463,28-Jan-24,Existing Client Upsell,Smart Buildings,West,K. Romano,Municipality,60591,P1,Open,
L-P1-02464,17-05-2024,Trade Show,Digital Signage,Northeast,L. Fitzgerald,Campus,9755,P1,Disqualified,No response
L-P1-02465,04-10-2024 00:00,Partner Referral,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Multifamily Property,100322,P1,Qualified,
L-P1-02466,05-11-2024,Outbound SDR,Smart Buildings,West,T. Chen,Municipality,61428,P1,Open,
L-P1-02467,05-05-2024 00:00,Inbound Web Form,Digital Signage,,T. Chen,Municipality,15867,P1,Open,
L-P1-02468,12-06-2024,Partner Referral,Smart Mobility (EV/Parking),Northeast,M. Okafor,Multifamily Property,11238,P1,Disqualified,No budget
L-P1-02469,27-Oct-24,Existing Client Upsell,Smart Buildings,Midwest,M. Okafor,Enterprise Business,17624,P1,Qualified,
L-P1-02470,22-Feb-24,Outbound SDR,Smart Buildings,Midwest,K. Romano,Multifamily Property,12774,P1,Open,
L-P1-02471,27-01-2024 00:00,Outbound SDR,Smart Buildings,Northeast,M. Okafor,Enterprise Business,32880,P1,Open,
L-P1-02472,25-09-2024 00:00,Trade Show,Smart Mobility (EV/Parking),Midwest,D. Singh,Enterprise Business,17306,P1,Disqualified,No response
L-P1-02473,12-Jul-24,Inbound Web Form,Digital Signage,Northeast,M. Okafor,Multifamily Property,31224,P1,Open,
L-P1-02474,21-Jul-24,Inbound Web Form,Digital Signage,Northeast,T. Chen,Multifamily Property,22780,P1,Disqualified,Wrong fit
L-P1-02475,08/31/2024,Partner Referral,Digital Signage,Midwest,S. Patel,Mixed-Use Development,14542,P1,Open,
L-P1-02476,31-Aug-24,Existing Client Upsell,Smart Lighting,West,D. Singh,Mixed-Use Development,50265,P1,Disqualified,Wrong fit
L-P1-02477,10-03-2024 00:00,Trade Show,Video Analytics,Northeast,K. Romano,Campus,12725,P1,Disqualified,No response
L-P1-02478,28-Jul-24,Existing Client Upsell,Smart Buildings,Midwest,J. Sullivan,Municipality,23811,P1,Qualified,
L-P1-02479,11/21/2024,Outbound SDR,Digital Signage,West,J. Sullivan,Mixed-Use Development,9701,P1,Open,
L-P1-02480,03/19/2024,Cold Outreach,Digital Signage,Midwest,L. Fitzgerald,Campus,78298,P1,Qualified,
L-P1-02481,04-10-2024,Partner Referral,Smart Buildings,South,M. Okafor,Campus,22010,P1,Disqualified,No budget
L-P1-02482,17-Jun-24,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,S. Patel,Mixed-Use Development,37495,P1,Qualified,
L-P1-02483,03-10-2024 00:00,Existing Client Upsell,Smart Lighting,South,D. Singh,Campus,17348,P1,Qualified,
L-P1-02484,15-09-2024,Partner Referral,Video Analytics,South,T. Chen,Municipality,65916,P1,Qualified,
L-P1-02485,18-09-2024 00:00,Trade Show,Smart Buildings,West,T. Chen,Multifamily Property,27667,P1,Open,
L-P1-02486,28-Feb-24,Partner Referral,Video Analytics,Midwest,S. Patel,Enterprise Business,29889,P1,Open,
L-P1-02487,01/26/2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,T. Chen,Municipality,44156,P1,Open,
L-P1-02488,26-Sep-24,Inbound Web Form,Smart Lighting,Northeast,T. Chen,Enterprise Business,24105,P1,Open,
L-P1-02489,21-09-2024 00:00,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Campus,18910,P1,Open,
L-P1-02490,04-04-2024,INBOUND WEB FORM,Smart Buildings,MIDWEST,D. Singh,Municipality,53552,P1,Qualified,
L-P1-02491,03-08-2024 00:00,Trade Show,Smart Buildings,South,S. Patel,Multifamily Property,18956,P1,Disqualified,Duplicate
L-P1-02492,05-01-2024,Inbound Web Form,Smart Buildings,Northeast,T. Chen,Mixed-Use Development,27178,P1,Disqualified,No response
L-P1-02493,12-08-2024,Inbound Web Form,Smart Buildings,South,M. Okafor,Mixed-Use Development,53697,P1,Qualified,
L-P1-02494,04-02-2024,Existing Client Upsell,Video Analytics,Northeast,K. Romano,Multifamily Property,18327,P1,Open,
L-P1-02495,17-Feb-24,Existing Client Upsell,Smart Buildings,Northeast,J. Sullivan,Enterprise Business,36979,P1,Disqualified,No budget
L-P1-02496,28-12-2024,Outbound SDR,Smart Lighting,West,J. Sullivan,Mixed-Use Development,33416,P1,Open,
L-P1-02497,11-11-2024,INBOUND WEB FORM,Smart Buildings,SOUTH,R. Alvarez,Campus,27988,P1,Open,
L-P1-02498,27-04-2024 00:00,Trade Show,Smart Mobility (EV/Parking),Northeast,D. Singh,Mixed-Use Development,36237,P1,Open,
L-P1-02499,01-12-2024,Inbound Web Form,Smart Mobility (EV/Parking),South,J. Sullivan,Mixed-Use Development,9098,P1,Open,
L-P1-02500,19-Nov-24,Partner Referral,Video Analytics,Midwest,R. Alvarez,Municipality,35669,P1,Qualified,
L-P1-02501,15-12-2024 00:00,Partner Referral,Smart Lighting,Northeast,D. Singh,Mixed-Use Development,10588,P1,Disqualified,No response
L-P1-02502,02-04-2024,Partner Referral,Smart Lighting,South,D. Singh,Multifamily Property,35840,P1,Open,
L-P1-02503,19-Aug-24,Outbound SDR,Digital Signage,South,M. Okafor,Enterprise Business,17520,P1,Open,
L-P1-02504,23-Dec-24,Existing Client Upsell,Smart Lighting,Northeast,T. Chen,Mixed-Use Development,9966,P1,Open,
L-P1-02505,24-09-2024 00:00,OUTBOUND SDR,Video Analytics,SOUTH,S. Patel,Municipality,43104,P1,Disqualified,No budget
L-P1-02506,24-05-2024,Partner Referral,Smart Lighting,Midwest,R. Alvarez,Municipality,26551,P1,Qualified,
L-P1-02507,03-08-2024,Inbound Web Form,Digital Signage,Midwest,T. Chen,Multifamily Property,19410,P1,Disqualified,Duplicate
L-P1-02508,14-02-2024,PARTNER REFERRAL,Smart Lighting,NORTHEAST,D. Singh,Enterprise Business,88222,P1,Open,
L-P1-02509,08-09-2024,Inbound Web Form,Smart Buildings,South,S. Patel,Mixed-Use Development,21139,P1,Disqualified,Wrong fit
L-P1-02510,17-07-2024,Cold Outreach,Smart Buildings,South,R. Alvarez,Enterprise Business,23519,P1,Disqualified,Wrong fit
L-P1-02511,08-01-2024,Cold Outreach,Smart Buildings,South,J. Sullivan,Municipality,23306,P1,Open,
L-P1-02512,01/15/2024,Trade Show,Video Analytics,South,J. Sullivan,Municipality,12052,P1,Disqualified,No response
L-P1-02513,11-Nov-24,Inbound Web Form,Smart Buildings,South,K. Romano,Multifamily Property,18773,P1,Disqualified,Wrong fit
L-P1-02514,21-Apr-24,Trade Show,Video Analytics,West,T. Chen,Multifamily Property,45696,P1,Disqualified,No budget
L-P1-02515,07-10-2024,Outbound SDR,Video Analytics,West,L. Fitzgerald,Mixed-Use Development,44722,P1,Open,
L-P1-02516,23-Apr-24,Partner Referral,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Enterprise Business,25872,P1,Qualified,
L-P1-02517,11-Oct-24,Existing Client Upsell,Smart Lighting,Midwest,R. Alvarez,Campus,9067,P1,Disqualified,No response
L-P1-02518,10-03-2024,Outbound SDR,Digital Signage,Midwest,S. Patel,Campus,13361,P1,Disqualified,Duplicate
L-P1-02519,05-03-2024,Partner Referral,Smart Lighting,Midwest,,Enterprise Business,28339,P1,Disqualified,Duplicate
L-P1-02520,17-04-2024,Outbound SDR,Smart Buildings,South,R. Alvarez,Mixed-Use Development,39083,P1,Open,
L-P1-02521,25-04-2024 00:00,Inbound Web Form,Smart Lighting,West,K. Romano,Enterprise Business,79752,P1,Open,
L-P1-02522,10/29/2024,Outbound SDR,Digital Signage,South,L. Fitzgerald,Enterprise Business,39555,P1,Open,
L-P1-02523,30-03-2024 00:00,Inbound Web Form,Digital Signage,South,M. Okafor,Campus,63692,P1,Disqualified,No budget
L-P1-02524,15-10-2024,Inbound Web Form,Digital Signage,South,K. Romano,Campus,38199,P1,Disqualified,No budget
L-P1-02525,01/30/2024,Inbound Web Form,Video Analytics,,R. Alvarez,Enterprise Business,104093,P1,Disqualified,No response
L-P1-02526,25-06-2024,Inbound Web Form,Digital Signage,South,K. Romano,Campus,36035,P1,Open,
L-P1-02527,02-Aug-24,Partner Referral,Video Analytics,Northeast,D. Singh,Mixed-Use Development,16301,P1,Open,
L-P1-02528,24-11-2024,Partner Referral,Digital Signage,South,M. Okafor,Enterprise Business,9682,P1,Qualified,
L-P1-02529,08-05-2024,Partner Referral,Video Analytics,Midwest,K. Romano,Enterprise Business,28252,P1,Open,
L-P1-02530,27-Dec-24,Inbound Web Form,Smart Lighting,Midwest,K. Romano,Enterprise Business,23831,P1,Open,
L-P1-02531,16-03-2024,Cold Outreach,Video Analytics,South,S. Patel,Mixed-Use Development,,P1,Qualified,
L-P1-02532,05-08-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,D. Singh,Enterprise Business,15300,P1,Open,
L-P1-02533,06-03-2024,Outbound SDR,Video Analytics,Midwest,J. Sullivan,Mixed-Use Development,144303,P1,Open,
L-P1-02534,03-04-2024,Partner Referral,Video Analytics,Northeast,J. Sullivan,Campus,8000,P1,Open,
L-P1-02535,08-10-2024,Existing Client Upsell,Smart Buildings,West,R. Alvarez,Campus,23569,P1,Open,
L-P1-02536,30-Jul-24,Outbound SDR,Smart Buildings,Midwest,S. Patel,Multifamily Property,14198,P1,Open,
L-P1-02537,20-Sep-24,Inbound Web Form,Digital Signage,Northeast,D. Singh,Municipality,105629,P1,Disqualified,No response
L-P1-02538,13-07-2024,Trade Show,Smart Mobility (EV/Parking),Northeast,D. Singh,Enterprise Business,25791,P1,Open,
L-P1-02539,02-08-2024 00:00,Inbound Web Form,Video Analytics,South,S. Patel,Multifamily Property,18053,P1,Disqualified,No response
L-P1-02540,02-Feb-24,Partner Referral,Digital Signage,South,S. Patel,Enterprise Business,18968,P1,Open,
L-P1-02541,08-01-2024 00:00,Outbound SDR,Smart Buildings,South,J. Sullivan,Multifamily Property,23429,P1,Qualified,
L-P1-02542,01/27/2024,EXISTING CLIENT UPSELL,Smart Mobility (EV/Parking),SOUTH,K. Romano,Enterprise Business,58462,P1,Open,
L-P1-02543,13-12-2024 00:00,Outbound SDR,Smart Mobility (EV/Parking),Northeast,S. Patel,Mixed-Use Development,28331,P1,Qualified,
L-P1-02544,12/13/2024,Existing Client Upsell,Smart Mobility (EV/Parking),South,D. Singh,Campus,61585,P1,Disqualified,No budget
L-P1-02545,30-05-2024,Inbound Web Form,Video Analytics,Midwest,L. Fitzgerald,Campus,25302,P1,Disqualified,Duplicate
L-P1-02546,04-07-2024,Outbound SDR,Smart Lighting,West,K. Romano,Enterprise Business,11523,P1,Open,
L-P1-02547,14-07-2024,INBOUND WEB FORM,Smart Lighting,MIDWEST,K. Romano,Campus,25335,P1,Open,
L-P1-02548,14-Sep-24,Inbound Web Form,Smart Lighting,West,R. Alvarez,Campus,43616,P1,Open,
L-P1-02549,13-Oct-24,INBOUND WEB FORM,Smart Lighting,NORTHEAST,S. Patel,Municipality,9121,P1,Open,
L-P1-02550,07/31/2024,Partner Referral,Smart Lighting,South,L. Fitzgerald,Mixed-Use Development,14798,P1,Open,
L-P1-02551,23-11-2024 00:00,PARTNER REFERRAL,Smart Mobility (EV/Parking),SOUTH,K. Romano,Municipality,50527,P1,Qualified,
L-P1-02552,09-04-2024 00:00,Partner Referral,Smart Buildings,Northeast,T. Chen,Campus,27938,P1,Qualified,
L-P1-02553,19-Jan-24,Outbound SDR,Digital Signage,South,S. Patel,Campus,16379,P1,Open,
L-P1-02554,04-06-2024 00:00,PARTNER REFERRAL,Video Analytics,MIDWEST,L. Fitzgerald,Mixed-Use Development,40904,P1,Open,
L-P1-02555,29-Sep-24,Inbound Web Form,Video Analytics,Northeast,S. Patel,Campus,15099,P1,Open,
L-P1-02556,09-01-2024 00:00,Trade Show,Video Analytics,Midwest,J. Sullivan,Enterprise Business,17046,P1,Open,
L-P1-02557,23-05-2024 00:00,Inbound Web Form,Smart Buildings,Midwest,D. Singh,Multifamily Property,51098,P1,Open,
L-P1-02558,19-01-2024 00:00,Outbound SDR,Smart Mobility (EV/Parking),West,M. Okafor,Multifamily Property,51157,P1,Open,
L-P1-02559,06-04-2024 00:00,Outbound SDR,Video Analytics,West,R. Alvarez,Mixed-Use Development,128158,P1,Qualified,
L-P1-02560,07/22/2024,Partner Referral,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Campus,43831,P1,Disqualified,No response
L-P1-02561,01-Jan-24,Existing Client Upsell,Smart Mobility (EV/Parking),West,R. Alvarez,Multifamily Property,15923,P1,Open,
L-P1-02562,18-05-2024 00:00,Inbound Web Form,Digital Signage,South,M. Okafor,Multifamily Property,24373,P1,Qualified,
L-P1-02563,28-Jun-24,Outbound SDR,Smart Lighting,South,T. Chen,Municipality,33156,P1,Qualified,
L-P1-02564,07/29/2024,Existing Client Upsell,Video Analytics,South,S. Patel,Municipality,23797,P1,Qualified,
L-P1-02565,13-Sep-24,Outbound SDR,Video Analytics,South,T. Chen,Enterprise Business,28096,P1,Qualified,
L-P1-02566,25-10-2024 00:00,Partner Referral,Digital Signage,Midwest,T. Chen,Enterprise Business,16527,P1,Disqualified,No budget
L-P1-02567,01-Apr-24,Partner Referral,Video Analytics,Northeast,R. Alvarez,Enterprise Business,39880,P1,Disqualified,No response
L-P1-02568,26-12-2024 00:00,INBOUND WEB FORM,Smart Lighting,SOUTH,L. Fitzgerald,Campus,25478,P1,Open,
L-P1-02569,09-05-2024,Inbound Web Form,Smart Mobility (EV/Parking),South,L. Fitzgerald,Campus,26372,P1,Disqualified,No budget
L-P1-02570,03/30/2024,Partner Referral,Smart Lighting,,T. Chen,Campus,18248,P1,Open,
L-P1-02571,19-06-2024,Outbound SDR,Smart Buildings,West,K. Romano,Mixed-Use Development,36800,P1,Open,
L-P1-02572,25-Aug-24,Outbound SDR,Video Analytics,West,S. Patel,Enterprise Business,48074,P1,Open,
L-P1-02573,08-Oct-24,Outbound SDR,Smart Buildings,Midwest,J. Sullivan,Municipality,8000,P1,Qualified,
L-P1-02574,12/13/2024,Inbound Web Form,Smart Lighting,West,J. Sullivan,Multifamily Property,11407,P1,Open,
L-P1-02575,04-06-2024 00:00,Existing Client Upsell,Smart Lighting,South,L. Fitzgerald,Multifamily Property,39888,P1,Open,
L-P1-02576,06-01-2024,Trade Show,Digital Signage,Northeast,T. Chen,Campus,9798,P1,Disqualified,No response
L-P1-02577,23-09-2024,Partner Referral,Smart Buildings,Northeast,S. Patel,Enterprise Business,34714,P1,Disqualified,Duplicate
L-P1-02578,06/23/2024,Outbound SDR,Video Analytics,West,L. Fitzgerald,Mixed-Use Development,40758,P1,Disqualified,No response
L-P1-02579,01-10-2024,Inbound Web Form,Digital Signage,Northeast,M. Okafor,Multifamily Property,68195,P1,Qualified,
L-P1-02580,23-07-2024 00:00,Partner Referral,Digital Signage,South,J. Sullivan,Enterprise Business,26256,P1,Disqualified,Duplicate
L-P1-02581,26-10-2024 00:00,Inbound Web Form,Smart Buildings,Northeast,K. Romano,Municipality,39404,P1,Disqualified,No response
L-P1-02582,01/13/2024,Existing Client Upsell,Smart Buildings,South,D. Singh,Mixed-Use Development,19302,P1,Open,
L-P1-02583,16-07-2024 00:00,Cold Outreach,Video Analytics,West,K. Romano,Municipality,42349,P1,Disqualified,No response
L-P1-02584,28-02-2024,OUTBOUND SDR,Smart Lighting,MIDWEST,K. Romano,Campus,41839,P1,Disqualified,No response
L-P1-02585,07-May-24,Partner Referral,Smart Mobility (EV/Parking),South,L. Fitzgerald,Campus,71031,P1,Disqualified,No budget
L-P1-02586,11-12-2024,Trade Show,Video Analytics,Northeast,R. Alvarez,Municipality,13569,P1,Open,
L-P1-02587,18-02-2024,PARTNER REFERRAL,Smart Buildings,NORTHEAST,K. Romano,Mixed-Use Development,25957,P1,Open,
L-P1-02588,08-05-2024,Outbound SDR,Digital Signage,South,M. Okafor,Enterprise Business,77357,P1,Qualified,
L-P1-02589,11/24/2024,Partner Referral,Digital Signage,West,S. Patel,Municipality,26696,P1,Open,
L-P1-02590,02-06-2024,Trade Show,Digital Signage,Northeast,L. Fitzgerald,Multifamily Property,44509,P1,Disqualified,No response
L-P1-02591,08-11-2024,Cold Outreach,Smart Mobility (EV/Parking),South,D. Singh,Municipality,55332,P1,Disqualified,No budget
L-P1-02592,02-09-2024,EXISTING CLIENT UPSELL,Digital Signage,MIDWEST,T. Chen,Municipality,22693,P1,Open,
L-P1-02593,08-06-2024,Inbound Web Form,Smart Buildings,Midwest,D. Singh,Municipality,26812,P1,Open,
L-P1-02594,06-Aug-24,Inbound Web Form,Video Analytics,West,R. Alvarez,Campus,19971,P1,Qualified,
L-P1-02595,05-11-2024 00:00,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,S. Patel,Campus,22837,P1,Open,
L-P1-02596,02/16/2024,OUTBOUND SDR,Digital Signage,MIDWEST,K. Romano,Enterprise Business,9210,P1,Open,
L-P1-02597,29-Jul-24,Outbound SDR,Digital Signage,Northeast,T. Chen,Enterprise Business,51170,P1,Qualified,
L-P1-02598,19-Nov-24,Cold Outreach,Video Analytics,West,M. Okafor,Enterprise Business,13996,P1,Open,
L-P1-02599,06-05-2024,Inbound Web Form,Smart Lighting,West,R. Alvarez,Municipality,19178,P1,Open,
L-P1-02600,20-Oct-24,Inbound Web Form,Digital Signage,West,T. Chen,Campus,28833,P1,Disqualified,Wrong fit
L-P1-02601,13-01-2024,Inbound Web Form,Video Analytics,Northeast,M. Okafor,Campus,8000,P1,Disqualified,No response
L-P1-02602,05-01-2024,Inbound Web Form,Video Analytics,South,T. Chen,Municipality,11998,P1,Disqualified,No budget
L-P1-02603,02-Apr-24,Partner Referral,Smart Mobility (EV/Parking),West,D. Singh,Municipality,15866,P1,Open,
L-P1-02604,15-Jan-24,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,D. Singh,Mixed-Use Development,47428,P1,Qualified,
L-P1-02605,31-08-2024,Trade Show,Smart Lighting,West,D. Singh,Enterprise Business,32042,P1,Qualified,
L-P1-02606,28-12-2024 00:00,Existing Client Upsell,Video Analytics,Northeast,R. Alvarez,Campus,30383,P1,Open,
L-P1-02607,13-08-2024,Partner Referral,Video Analytics,South,M. Okafor,Mixed-Use Development,17574,P1,Qualified,
L-P1-02608,06/16/2024,Outbound SDR,Digital Signage,West,J. Sullivan,Enterprise Business,8000,P1,Open,
L-P1-02609,04-Nov-24,Outbound SDR,Smart Mobility (EV/Parking),West,L. Fitzgerald,Municipality,27983,P1,Open,
L-P1-02610,07-11-2024,Inbound Web Form,Smart Mobility (EV/Parking),South,S. Patel,Campus,59188,P1,Open,
L-P1-02611,02/16/2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,K. Romano,Multifamily Property,14073,P1,Open,
L-P1-02612,15-08-2024,INBOUND WEB FORM,Video Analytics,NORTHEAST,J. Sullivan,Campus,40435,P1,Open,
L-P1-02613,04-06-2024 00:00,Existing Client Upsell,Video Analytics,West,,Enterprise Business,36804,P1,Disqualified,Duplicate
L-P1-02614,12-06-2024,Outbound SDR,Smart Lighting,Midwest,R. Alvarez,Campus,42069,P1,Open,
L-P1-02615,28-Jul-24,Inbound Web Form,Smart Lighting,Midwest,T. Chen,Multifamily Property,93278,P1,Qualified,
L-P1-02616,29-Jul-24,Partner Referral,Digital Signage,West,S. Patel,Multifamily Property,37701,P1,Qualified,
L-P1-02617,08-09-2024 00:00,Existing Client Upsell,Digital Signage,South,M. Okafor,Municipality,15999,P1,Open,
L-P1-02618,03/14/2024,Cold Outreach,Smart Mobility (EV/Parking),West,J. Sullivan,Campus,39638,P1,Open,
L-P1-02619,05-02-2024,Existing Client Upsell,Smart Lighting,Northeast,K. Romano,Mixed-Use Development,23906,P1,Open,
L-P1-02620,09-05-2024,Cold Outreach,Smart Buildings,South,R. Alvarez,Municipality,24854,P1,Disqualified,Wrong fit
L-P1-02621,10-04-2024 00:00,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,J. Sullivan,Multifamily Property,31468,P1,Disqualified,No response
L-P1-02622,02-09-2024 00:00,Trade Show,Smart Buildings,Midwest,T. Chen,Mixed-Use Development,75781,P1,Open,
L-P1-02623,29-Jan-24,Partner Referral,Smart Buildings,South,R. Alvarez,Mixed-Use Development,53589,P1,Open,
L-P1-02624,11-09-2024,Partner Referral,Smart Mobility (EV/Parking),South,S. Patel,Municipality,135178,P1,Disqualified,Duplicate
L-P1-02625,16-04-2024 00:00,Outbound SDR,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Campus,60245,P1,Disqualified,No response
L-P1-02626,09-10-2024,Inbound Web Form,Smart Buildings,Northeast,T. Chen,Enterprise Business,63240,P1,Disqualified,Duplicate
L-P1-02627,25-May-24,Existing Client Upsell,Smart Mobility (EV/Parking),South,S. Patel,Campus,20661,P1,Open,
L-P1-02628,14-12-2024 00:00,Cold Outreach,Smart Buildings,Midwest,S. Patel,Enterprise Business,40140,P1,Disqualified,No budget
