index,lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason,is_deal_value_outlier
1329,L-P1-01330,09-01-2024,Inbound Web Form,Smart Buildings,West,J. Sullivan,Enterprise Business,16120,P1,Qualified,,FALSE
1330,L-P1-01331,18-02-2024,Trade Show,Digital Signage,Midwest,D. Singh,Mixed-Use Development,43634,P1,Open,,FALSE
1331,L-P1-01332,09-08-2024,Outbound Sdr,Smart Buildings,West,K. Romano,Enterprise Business,19686,P1,Disqualified,No budget,FALSE
1332,L-P1-01333,07-02-2024,Trade Show,Video Analytics,Midwest,S. Patel,Multifamily Property,37670,P1,Disqualified,Wrong fit,FALSE
1333,L-P1-01334,09-08-2024,Inbound Web Form,Smart Buildings,South,T. Chen,Mixed-Use Development,26485,P1,Qualified,,FALSE
1334,L-P1-01335,27-06-2024,Existing Client Upsell,Video Analytics,Northeast,M. Okafor,Multifamily Property,19434,P1,Disqualified,Duplicate,FALSE
1335,L-P1-01336,25-03-2024,Outbound Sdr,Digital Signage,West,D. Singh,Municipality,28014,P1,Open,,FALSE
1336,L-P1-01337,25-11-2024,Cold Outreach,Digital Signage,West,T. Chen,Municipality,62871,P1,Qualified,,FALSE
1337,L-P1-01338,28-01-2024,Trade Show,Video Analytics,West,D. Singh,Mixed-Use Development,24727,P1,Open,,FALSE
1338,L-P1-01339,21-10-2024,Existing Client Upsell,Smart Mobility (EV/Parking),West,S. Patel,Mixed-Use Development,57429,P1,Qualified,,FALSE
1339,L-P1-01340,22-02-2024,Partner Referral,Smart Mobility (EV/Parking),West,L. Fitzgerald,Municipality,37626,P1,Disqualified,Duplicate,FALSE
1340,L-P1-01341,12-09-2024,Inbound Web Form,Smart Lighting,West,M. Okafor,Enterprise Business,67998,P1,Open,,FALSE
1341,L-P1-01342,28-06-2024,Existing Client Upsell,Smart Lighting,South,L. Fitzgerald,Enterprise Business,49703,P1,Disqualified,No response,FALSE
1342,L-P1-01343,25-10-2024,Inbound Web Form,Digital Signage,Northeast,L. Fitzgerald,Mixed-Use Development,27720,P1,Disqualified,No response,FALSE
1343,L-P1-01344,29-12-2024,Existing Client Upsell,Digital Signage,Northeast,D. Singh,Campus,60047,P1,Open,,FALSE
1344,L-P1-01345,06-08-2024,Partner Referral,Digital Signage,Northeast,D. Singh,Mixed-Use Development,23583,P1,Qualified,,FALSE
1345,L-P1-01346,03-03-2024,Outbound Sdr,Digital Signage,Midwest,S. Patel,Multifamily Property,40876,P1,Open,,FALSE
1346,L-P1-01347,28-08-2024,Inbound Web Form,Smart Buildings,South,L. Fitzgerald,Municipality,15805,P1,Disqualified,No response,FALSE
1347,L-P1-01348,10-03-2024,Inbound Web Form,Video Analytics,Northeast,S. Patel,Campus,63379,P1,Disqualified,No response,FALSE
1348,L-P1-01349,23-10-2024,Existing Client Upsell,Smart Mobility (EV/Parking),South,M. Okafor,Enterprise Business,61369,P1,Open,,FALSE
1349,L-P1-01350,24-06-2024,Outbound Sdr,Digital Signage,West,J. Sullivan,Enterprise Business,16791,P1,Open,,FALSE
1350,L-P1-01351,09-05-2024,Outbound Sdr,Video Analytics,South,D. Singh,Multifamily Property,34948,P1,Open,,FALSE
1351,L-P1-01352,14-08-2024,Trade Show,Smart Buildings,South,L. Fitzgerald,Mixed-Use Development,21914,P1,Qualified,,FALSE
1352,L-P1-01353,13-02-2024,Partner Referral,Smart Mobility (EV/Parking),West,M. Okafor,Campus,34415,P1,Open,,FALSE
1353,L-P1-01354,23-11-2024,Outbound Sdr,Video Analytics,Northeast,T. Chen,Enterprise Business,41240,P1,Open,,FALSE
1354,L-P1-01355,03-06-2024,Outbound Sdr,Smart Buildings,Northeast,K. Romano,Enterprise Business,18437,P1,Open,,FALSE
1355,L-P1-01356,08-01-2024,Inbound Web Form,Video Analytics,Midwest,S. Patel,Municipality,23347,P1,Open,,FALSE
1356,L-P1-01357,12-03-2024,Trade Show,Video Analytics,West,L. Fitzgerald,Multifamily Property,11114,P1,Disqualified,No budget,FALSE
1357,L-P1-01358,24-03-2024,Outbound Sdr,Video Analytics,Unknown,L. Fitzgerald,Multifamily Property,124832,P1,Disqualified,No response,TRUE
1358,L-P1-01359,03-01-2024,Outbound Sdr,Smart Lighting,South,K. Romano,Enterprise Business,33291,P1,Open,,FALSE
1359,L-P1-01360,18-12-2024,Inbound Web Form,Digital Signage,Northeast,J. Sullivan,Municipality,29815,P1,Qualified,,FALSE
1360,L-P1-01361,04-01-2024,Cold Outreach,Video Analytics,South,R. Alvarez,Multifamily Property,30698,P1,Disqualified,No budget,FALSE
1361,L-P1-01362,28-09-2024,Outbound Sdr,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Campus,14322,P1,Disqualified,No budget,FALSE
1362,L-P1-01363,20-06-2024,Cold Outreach,Digital Signage,West,J. Sullivan,Mixed-Use Development,48738,P1,Qualified,,FALSE
1363,L-P1-01364,08-05-2024,Existing Client Upsell,Smart Buildings,South,M. Okafor,Multifamily Property,42635,P1,Disqualified,No budget,FALSE
1364,L-P1-01365,12-02-2024,Outbound Sdr,Smart Buildings,South,R. Alvarez,Mixed-Use Development,20189,P1,Open,,FALSE
1365,L-P1-01366,05-02-2024,Inbound Web Form,Video Analytics,Northeast,K. Romano,Campus,8000,P1,Qualified,,FALSE
1366,L-P1-01367,10-12-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,M. Okafor,Mixed-Use Development,43375,P1,Disqualified,Duplicate,FALSE
1367,L-P1-01368,11-03-2024,Inbound Web Form,Smart Buildings,Northeast,T. Chen,Multifamily Property,14427,P1,Disqualified,No budget,FALSE
1368,L-P1-01369,10-05-2024,Outbound Sdr,Digital Signage,South,L. Fitzgerald,Enterprise Business,18878,P1,Open,,FALSE
1369,L-P1-01370,18-09-2024,Outbound Sdr,Video Analytics,Midwest,R. Alvarez,Campus,19143,P1,Open,,FALSE
1370,L-P1-01371,28-05-2024,Inbound Web Form,Smart Buildings,Midwest,T. Chen,Mixed-Use Development,9638,P1,Qualified,,FALSE
1371,L-P1-01372,23-08-2024,Existing Client Upsell,Video Analytics,Northeast,L. Fitzgerald,Municipality,27368,P1,Qualified,,FALSE
1372,L-P1-01373,12-01-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,T. Chen,Multifamily Property,20528,P1,Disqualified,No response,FALSE
1373,L-P1-01374,21-11-2024,Inbound Web Form,Digital Signage,South,R. Alvarez,Municipality,13591,P1,Open,,FALSE
1374,L-P1-01375,14-08-2024,Partner Referral,Video Analytics,Unknown,K. Romano,Municipality,23018,P1,Qualified,,FALSE
1375,L-P1-01376,14-08-2024,Cold Outreach,Smart Mobility (EV/Parking),South,D. Singh,Multifamily Property,67131,P1,Qualified,,FALSE
1376,L-P1-01377,06-06-2024,Outbound Sdr,Smart Lighting,Northeast,D. Singh,Multifamily Property,19872,P1,Open,,FALSE
1377,L-P1-01378,12-01-2024,Partner Referral,Digital Signage,Northeast,K. Romano,Mixed-Use Development,66130,P1,Open,,FALSE
1378,L-P1-01379,10-12-2024,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,S. Patel,Enterprise Business,20711,P1,Disqualified,Wrong fit,FALSE
1379,L-P1-01380,28-05-2024,Inbound Web Form,Digital Signage,South,T. Chen,Multifamily Property,128992,P1,Open,,TRUE
1380,L-P1-01381,14-01-2024,Inbound Web Form,Smart Buildings,Midwest,J. Sullivan,Municipality,51262,P1,Qualified,,FALSE
1381,L-P1-01382,12-01-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,K. Romano,Municipality,42210,P1,Disqualified,No budget,FALSE
1382,L-P1-01383,06-09-2024,Existing Client Upsell,Smart Buildings,West,S. Patel,Enterprise Business,43200,P1,Qualified,,FALSE
1383,L-P1-01384,23-02-2024,Partner Referral,Smart Lighting,South,J. Sullivan,Enterprise Business,14976,P1,Qualified,,FALSE
1384,L-P1-01385,26-03-2024,Inbound Web Form,Smart Lighting,Northeast,R. Alvarez,Municipality,47238,P1,Qualified,,FALSE
1385,L-P1-01386,09-09-2024,Inbound Web Form,Smart Buildings,Northeast,R. Alvarez,Campus,18053,P1,Disqualified,No response,FALSE
1386,L-P1-01387,21-09-2024,Inbound Web Form,Video Analytics,South,K. Romano,Multifamily Property,39314,P1,Disqualified,No response,FALSE
1387,L-P1-01388,29-01-2024,Trade Show,Digital Signage,South,T. Chen,Multifamily Property,40495,P1,Open,,FALSE
1388,L-P1-01389,02-08-2024,Cold Outreach,Smart Mobility (EV/Parking),Northeast,D. Singh,Multifamily Property,22916,P1,Open,,FALSE
1389,L-P1-01390,18-08-2024,Trade Show,Smart Lighting,Unknown,K. Romano,Multifamily Property,22106,P1,Open,,FALSE
1390,L-P1-01391,29-07-2024,Trade Show,Smart Lighting,South,D. Singh,Municipality,29296,P1,Disqualified,Wrong fit,FALSE
1391,L-P1-01392,18-11-2024,Inbound Web Form,Smart Lighting,West,S. Patel,Campus,16014,P1,Open,,FALSE
1392,L-P1-01393,13-08-2024,Existing Client Upsell,Video Analytics,South,S. Patel,Enterprise Business,33853,P1,Qualified,,FALSE
1393,L-P1-01394,14-08-2024,Inbound Web Form,Smart Buildings,South,K. Romano,Mixed-Use Development,10908,P1,Open,,FALSE
1394,L-P1-01395,02-01-2024,Partner Referral,Digital Signage,Midwest,J. Sullivan,Multifamily Property,63631,P1,Open,,FALSE
1395,L-P1-01396,03-08-2024,Outbound Sdr,Video Analytics,Northeast,D. Singh,Mixed-Use Development,33910,P1,Qualified,,FALSE
1396,L-P1-01397,09-02-2024,Inbound Web Form,Digital Signage,Northeast,J. Sullivan,Municipality,47557,P1,Open,,FALSE
1397,L-P1-01398,15-01-2024,Inbound Web Form,Smart Mobility (EV/Parking),West,Unassigned,Campus,11246,P1,Qualified,,FALSE
1398,L-P1-01399,25-09-2024,Trade Show,Smart Buildings,West,R. Alvarez,Multifamily Property,29550,P1,Disqualified,Duplicate,FALSE
1399,L-P1-01400,17-12-2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,D. Singh,Enterprise Business,44797,P1,Qualified,,FALSE
1400,L-P1-01401,21-10-2024,Trade Show,Digital Signage,Unknown,S. Patel,Mixed-Use Development,8000,P1,Disqualified,Duplicate,FALSE
1401,L-P1-01402,22-06-2024,Trade Show,Video Analytics,Northeast,S. Patel,Multifamily Property,14107,P1,Open,,FALSE
1402,L-P1-01403,21-01-2024,Trade Show,Digital Signage,Midwest,K. Romano,Municipality,17782,P1,Open,,FALSE
1403,L-P1-01404,20-06-2024,Partner Referral,Video Analytics,West,S. Patel,Campus,11573,P1,Open,,FALSE
1404,L-P1-01405,06-09-2024,Outbound Sdr,Smart Lighting,West,L. Fitzgerald,Enterprise Business,40795,P1,Qualified,,FALSE
1405,L-P1-01406,24-08-2024,Existing Client Upsell,Smart Lighting,Midwest,K. Romano,Municipality,16937,P1,Qualified,,FALSE
1406,L-P1-01407,17-12-2024,Cold Outreach,Smart Buildings,Midwest,J. Sullivan,Municipality,39465,P1,Open,,FALSE
1407,L-P1-01408,11-02-2024,Cold Outreach,Digital Signage,Northeast,D. Singh,Mixed-Use Development,48608,P1,Open,,FALSE
1408,L-P1-01409,15-08-2024,Trade Show,Smart Mobility (EV/Parking),South,T. Chen,Campus,36404,P1,Open,,FALSE
1409,L-P1-01410,31-07-2024,Partner Referral,Smart Mobility (EV/Parking),Northeast,T. Chen,Municipality,111792,P1,Qualified,,TRUE
1410,L-P1-01411,23-04-2024,Inbound Web Form,Smart Buildings,South,T. Chen,Multifamily Property,27629,P1,Open,,FALSE
1411,L-P1-01412,01-03-2024,Outbound Sdr,Video Analytics,Midwest,D. Singh,Mixed-Use Development,29694,P1,Open,,FALSE
1412,L-P1-01413,22-07-2024,Inbound Web Form,Video Analytics,Midwest,J. Sullivan,Multifamily Property,14766,P1,Disqualified,No budget,FALSE
1413,L-P1-01414,07-04-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,T. Chen,Enterprise Business,97589,P1,Open,,TRUE
1414,L-P1-01415,13-01-2024,Inbound Web Form,Smart Lighting,West,S. Patel,Municipality,61296,P1,Open,,FALSE
1415,L-P1-01416,04-12-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Campus,42510,P1,Disqualified,Wrong fit,FALSE
1416,L-P1-01417,01-07-2024,Trade Show,Smart Buildings,Northeast,K. Romano,Multifamily Property,36315,P1,Qualified,,FALSE
1417,L-P1-01418,30-11-2024,Inbound Web Form,Smart Buildings,Midwest,J. Sullivan,Mixed-Use Development,50136,P1,Disqualified,No budget,FALSE
1418,L-P1-01419,08-10-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Mixed-Use Development,50420,P1,Open,,FALSE
1419,L-P1-01420,23-09-2024,Trade Show,Smart Mobility (EV/Parking),South,K. Romano,Enterprise Business,78722,P1,Qualified,,TRUE
1420,L-P1-01421,01-05-2024,Partner Referral,Digital Signage,West,R. Alvarez,Campus,34042,P1,Open,,FALSE
1421,L-P1-01422,26-08-2024,Inbound Web Form,Digital Signage,South,K. Romano,Campus,26273,P1,Open,,FALSE
1422,L-P1-01423,29-07-2024,Outbound Sdr,Digital Signage,Northeast,D. Singh,Enterprise Business,15916,P1,Open,,FALSE
1423,L-P1-01424,17-12-2024,Trade Show,Smart Mobility (EV/Parking),Northeast,J. Sullivan,Municipality,154067,P1,Open,,TRUE
1424,L-P1-01425,25-06-2024,Existing Client Upsell,Smart Lighting,Northeast,M. Okafor,Enterprise Business,17578,P1,Disqualified,No response,FALSE
1425,L-P1-01426,25-07-2024,Partner Referral,Smart Buildings,Northeast,S. Patel,Municipality,30556,P1,Open,,FALSE
1426,L-P1-01427,02-02-2024,Existing Client Upsell,Smart Lighting,Northeast,K. Romano,Mixed-Use Development,21659,P1,Open,,FALSE
1427,L-P1-01428,22-11-2024,Partner Referral,Digital Signage,Northeast,D. Singh,Mixed-Use Development,8000,P1,Open,,FALSE
1428,L-P1-01429,04-11-2024,Inbound Web Form,Smart Buildings,Midwest,T. Chen,Campus,14849,P1,Qualified,,FALSE
1429,L-P1-01430,29-07-2024,Partner Referral,Video Analytics,Northeast,M. Okafor,Enterprise Business,70328,P1,Open,,FALSE
1430,L-P1-01431,07-12-2024,Existing Client Upsell,Digital Signage,South,J. Sullivan,Mixed-Use Development,96669,P1,Disqualified,No response,TRUE
1431,L-P1-01432,20-09-2024,Outbound Sdr,Video Analytics,South,S. Patel,Campus,31767,P1,Qualified,,FALSE
1432,L-P1-01433,28-01-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,S. Patel,Campus,26793,P1,Open,,FALSE
1433,L-P1-01434,03-12-2024,Trade Show,Smart Lighting,South,R. Alvarez,Municipality,29139,P1,Open,,FALSE
1434,L-P1-01435,30-09-2024,Inbound Web Form,Digital Signage,South,R. Alvarez,Campus,48974,P1,Disqualified,No budget,FALSE
1435,L-P1-01436,27-06-2024,Outbound Sdr,Smart Lighting,West,J. Sullivan,Mixed-Use Development,20952,P1,Open,,FALSE
1436,L-P1-01437,05-07-2024,Inbound Web Form,Smart Buildings,South,T. Chen,Campus,32677,P1,Qualified,,FALSE
1437,L-P1-01438,11-07-2024,Existing Client Upsell,Digital Signage,Northeast,S. Patel,Enterprise Business,29294,P1,Disqualified,No budget,FALSE
1438,L-P1-01439,22-10-2024,Partner Referral,Video Analytics,West,L. Fitzgerald,Municipality,18360,P1,Disqualified,No response,FALSE
1439,L-P1-01440,07-09-2024,Trade Show,Smart Buildings,West,L. Fitzgerald,Municipality,20886,P1,Disqualified,Wrong fit,FALSE
1440,L-P1-01441,09-09-2024,Inbound Web Form,Smart Lighting,South,J. Sullivan,Municipality,129786,P1,Disqualified,Wrong fit,TRUE
1441,L-P1-01442,26-03-2024,Partner Referral,Smart Mobility (EV/Parking),West,J. Sullivan,Mixed-Use Development,66400,P1,Open,,FALSE
1442,L-P1-01443,21-11-2024,Partner Referral,Video Analytics,South,J. Sullivan,Campus,26191,P1,Open,,FALSE
1443,L-P1-01444,23-04-2024,Existing Client Upsell,Video Analytics,South,L. Fitzgerald,Municipality,40334,P1,Open,,FALSE
1444,L-P1-01445,02-08-2024,Inbound Web Form,Smart Lighting,South,S. Patel,Municipality,8593,P1,Disqualified,Duplicate,FALSE
1445,L-P1-01446,12-05-2024,Partner Referral,Smart Buildings,Northeast,D. Singh,Municipality,8000,P1,Open,,FALSE
1446,L-P1-01447,09-07-2024,Partner Referral,Smart Lighting,Northeast,S. Patel,Mixed-Use Development,18311,P1,Qualified,,FALSE
1447,L-P1-01448,20-12-2024,Partner Referral,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Mixed-Use Development,30488,P1,Qualified,,FALSE
1448,L-P1-01449,01-03-2024,Inbound Web Form,Smart Lighting,Northeast,R. Alvarez,Mixed-Use Development,16420,P1,Open,,FALSE
1449,L-P1-01450,09-09-2024,Partner Referral,Smart Buildings,South,L. Fitzgerald,Municipality,45202,P1,Qualified,,FALSE
1450,L-P1-01451,14-12-2024,Outbound Sdr,Video Analytics,Midwest,J. Sullivan,Multifamily Property,37733,P1,Open,,FALSE
1451,L-P1-01452,29-05-2024,Outbound Sdr,Smart Buildings,South,K. Romano,Mixed-Use Development,31206,P1,Disqualified,Duplicate,FALSE
1452,L-P1-01453,27-02-2024,Cold Outreach,Smart Buildings,Midwest,S. Patel,Mixed-Use Development,42622,P1,Open,,FALSE
1453,L-P1-01454,19-11-2024,Existing Client Upsell,Digital Signage,West,D. Singh,Campus,38603,P1,Qualified,,FALSE
1454,L-P1-01455,18-10-2024,Inbound Web Form,Video Analytics,South,L. Fitzgerald,Enterprise Business,19278,P1,Disqualified,Duplicate,FALSE
1455,L-P1-01456,05-05-2024,Outbound Sdr,Digital Signage,South,L. Fitzgerald,Multifamily Property,50223,P1,Open,,FALSE
1456,L-P1-01457,09-05-2024,Inbound Web Form,Smart Buildings,Northeast,T. Chen,Campus,29173,P1,Disqualified,No budget,FALSE
1457,L-P1-01458,30-07-2024,Outbound Sdr,Smart Lighting,West,T. Chen,Municipality,61519,P1,Open,,FALSE
1458,L-P1-01459,08-04-2024,Outbound Sdr,Smart Buildings,Midwest,T. Chen,Enterprise Business,27526,P1,Disqualified,No budget,FALSE
1459,L-P1-01460,11-09-2024,Partner Referral,Digital Signage,West,T. Chen,Mixed-Use Development,64826,P1,Open,,FALSE
1460,L-P1-01461,18-01-2024,Inbound Web Form,Digital Signage,West,D. Singh,Campus,30944,P1,Qualified,,FALSE
1461,L-P1-01462,12-03-2024,Inbound Web Form,Smart Mobility (EV/Parking),West,T. Chen,Municipality,11029,P1,Open,,FALSE
1462,L-P1-01463,04-11-2024,Inbound Web Form,Video Analytics,Midwest,Unassigned,Enterprise Business,17021,P1,Open,,FALSE
1463,L-P1-01464,26-02-2024,Inbound Web Form,Video Analytics,Midwest,L. Fitzgerald,Municipality,40023,P1,Disqualified,Duplicate,FALSE
1464,L-P1-01465,11-03-2024,Inbound Web Form,Smart Mobility (EV/Parking),South,R. Alvarez,Enterprise Business,9560,P1,Open,,FALSE
1465,L-P1-01466,30-10-2024,Inbound Web Form,Digital Signage,South,L. Fitzgerald,Mixed-Use Development,18853,P1,Open,,FALSE
1466,L-P1-01467,28-05-2024,Partner Referral,Smart Mobility (EV/Parking),West,D. Singh,Enterprise Business,29139,P1,Disqualified,No response,FALSE
1467,L-P1-01468,16-01-2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,S. Patel,Municipality,39646,P1,Open,,FALSE
1468,L-P1-01469,19-11-2024,Inbound Web Form,Smart Lighting,Midwest,M. Okafor,Enterprise Business,15393,P1,Open,,FALSE
1469,L-P1-01470,23-11-2024,Inbound Web Form,Smart Lighting,Unknown,L. Fitzgerald,Campus,88874,P1,Qualified,,TRUE
1470,L-P1-01471,31-05-2024,Partner Referral,Smart Buildings,Northeast,D. Singh,Mixed-Use Development,88238,P1,Open,,TRUE
1471,L-P1-01472,29-09-2024,Trade Show,Smart Mobility (EV/Parking),Midwest,S. Patel,Enterprise Business,21277,P1,Disqualified,No response,FALSE
1472,L-P1-01473,29-10-2024,Outbound Sdr,Smart Lighting,West,L. Fitzgerald,Enterprise Business,42046,P1,Qualified,,FALSE
1473,L-P1-01474,14-09-2024,Partner Referral,Digital Signage,Midwest,D. Singh,Municipality,22166,P1,Open,,FALSE
1474,L-P1-01475,10-08-2024,Partner Referral,Smart Buildings,South,S. Patel,Campus,43674,P1,Open,,FALSE
1475,L-P1-01476,03-06-2024,Inbound Web Form,Smart Lighting,Unknown,R. Alvarez,Multifamily Property,34705,P1,Open,,FALSE
1476,L-P1-01477,01-09-2024,Inbound Web Form,Digital Signage,Midwest,R. Alvarez,Campus,33305,P1,Open,,FALSE
1477,L-P1-01478,20-06-2024,Outbound Sdr,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Multifamily Property,10830,P1,Open,,FALSE
1478,L-P1-01479,05-07-2024,Outbound Sdr,Smart Lighting,Midwest,T. Chen,Multifamily Property,19938,P1,Disqualified,Wrong fit,FALSE
1479,L-P1-01480,16-11-2024,Inbound Web Form,Smart Mobility (EV/Parking),West,T. Chen,Enterprise Business,21944,P1,Disqualified,Duplicate,FALSE
1480,L-P1-01481,03-12-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,K. Romano,Mixed-Use Development,43260,P1,Open,,FALSE
1481,L-P1-01482,01-12-2024,Partner Referral,Smart Buildings,West,S. Patel,Mixed-Use Development,23030,P1,Disqualified,No response,FALSE
1482,L-P1-01483,08-10-2024,Partner Referral,Digital Signage,West,J. Sullivan,Municipality,26436,P1,Disqualified,No budget,FALSE
1483,L-P1-01484,02-07-2024,Outbound Sdr,Video Analytics,Midwest,L. Fitzgerald,Campus,32111,P1,Open,,FALSE
1484,L-P1-01485,07-08-2024,Existing Client Upsell,Smart Lighting,Northeast,M. Okafor,Enterprise Business,21096,P1,Disqualified,No budget,FALSE
1485,L-P1-01486,03-06-2024,Inbound Web Form,Smart Lighting,Northeast,L. Fitzgerald,Municipality,12958,P1,Disqualified,No response,FALSE
1486,L-P1-01487,02-08-2024,Outbound Sdr,Smart Lighting,West,T. Chen,Campus,60362,P1,Open,,FALSE
1487,L-P1-01488,21-02-2024,Partner Referral,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Mixed-Use Development,24491,P1,Qualified,,FALSE
1488,L-P1-01489,13-10-2024,Inbound Web Form,Smart Mobility (EV/Parking),South,K. Romano,Enterprise Business,99442,P1,Qualified,,TRUE
1489,L-P1-01490,02-04-2024,Inbound Web Form,Smart Lighting,Midwest,S. Patel,Campus,24931,P1,Open,,FALSE
1490,L-P1-01491,24-06-2024,Inbound Web Form,Video Analytics,Unknown,T. Chen,Campus,90449,P1,Disqualified,Wrong fit,TRUE
1491,L-P1-01492,14-10-2024,Existing Client Upsell,Smart Buildings,West,T. Chen,Mixed-Use Development,11106,P1,Open,,FALSE
1492,L-P1-01493,16-11-2024,Inbound Web Form,Digital Signage,Midwest,M. Okafor,Multifamily Property,40470,P1,Open,,FALSE
1493,L-P1-01494,31-12-2024,Outbound Sdr,Smart Lighting,Northeast,S. Patel,Mixed-Use Development,26318,P1,Qualified,,FALSE
1494,L-P1-01495,31-08-2024,Outbound Sdr,Smart Lighting,Midwest,S. Patel,Campus,52669,P1,Disqualified,Duplicate,FALSE
1495,L-P1-01496,10-03-2024,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Mixed-Use Development,19936,P1,Disqualified,No response,FALSE
1496,L-P1-01497,09-09-2024,Outbound Sdr,Video Analytics,Northeast,J. Sullivan,Mixed-Use Development,36277,P1,Open,,FALSE
1497,L-P1-01498,16-11-2024,Outbound Sdr,Smart Lighting,Northeast,K. Romano,Enterprise Business,29519,P1,Qualified,,FALSE
